Unnamed: 0,API,Solvent 1,Solvent 2,Temperature,x_Solvent1,x_Solvent2,x_API,L,L+L,S+L,S+L+L,solute_smiles,solvent_smiles,solvent2_smiles,L_pred,L+L_pred,S+L_pred,S+L+L_pred,predicted_class_idx,predicted_class
22,ibuprofen,water,n-pentane,293.15,0.01431941,0.88511931,0.10056128,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
23,ibuprofen,water,n-pentane,293.15,0.014847926,0.883796203,0.101355871,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
24,ibuprofen,water,n-pentane,293.15,0.015417071,0.882378569,0.10220436,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
25,ibuprofen,water,n-pentane,293.15,0.016031731,0.880855777,0.103112492,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
26,ibuprofen,water,n-pentane,293.15,0.016697609,0.879215524,0.104086868,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
27,ibuprofen,water,n-pentane,293.15,0.017421404,0.877443487,0.105135109,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
28,ibuprofen,water,n-pentane,293.15,0.018211042,0.875522891,0.106266068,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
29,ibuprofen,water,n-pentane,293.15,0.019075966,0.87343395,0.107490084,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
30,ibuprofen,water,n-pentane,293.15,0.020027524,0.871153158,0.108819319,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
31,ibuprofen,water,n-pentane,293.15,0.021079463,0.868652061,0.110268475,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
32,ibuprofen,water,n-pentane,293.15,0.022248641,0.865897256,0.111854103,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
33,ibuprofen,water,n-pentane,293.15,0.023555895,0.862846864,0.113597241,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
34,ibuprofen,water,n-pentane,293.15,0.025027348,0.859449607,0.115523045,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
35,ibuprofen,water,n-pentane,293.15,0.026696185,0.855641408,0.117662406,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
36,ibuprofen,water,n-pentane,293.15,0.028605228,0.851341064,0.120053707,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
37,ibuprofen,water,n-pentane,293.15,0.030810722,0.846444015,0.122745262,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
38,ibuprofen,water,n-pentane,293.15,0.033388062,0.840812902,0.125799036,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
39,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
40,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
41,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
42,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
43,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
44,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
45,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
46,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
47,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
48,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
49,ibuprofen,water,n-pentane,293.15,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
50,ibuprofen,water,n-pentane,293.15,0.99972099,0.00027796,1.05e-06,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
51,ibuprofen,water,n-pentane,293.15,0.979722288,0.020272293,5.42e-06,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
52,ibuprofen,water,n-pentane,293.15,0.960497779,0.039481949,2.03e-05,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
53,ibuprofen,water,n-pentane,293.15,0.941989374,0.057950768,5.99e-05,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
54,ibuprofen,water,n-pentane,293.15,0.924134601,0.075717486,0.000147913,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
55,ibuprofen,water,n-pentane,293.15,0.906865892,0.092815217,0.000318891,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
56,ibuprofen,water,n-pentane,293.15,0.890110631,0.109270938,0.000618432,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
57,ibuprofen,water,n-pentane,293.15,0.87379127,0.12510499,0.00110374,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
58,ibuprofen,water,n-pentane,293.15,0.857824825,0.140330494,0.001844681,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
59,ibuprofen,water,n-pentane,293.15,0.842121216,0.154952488,0.002926296,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
60,ibuprofen,water,n-pentane,293.15,0.826580285,0.168966593,0.004453122,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
61,ibuprofen,water,n-pentane,293.15,0.811086699,0.182356843,0.006556458,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
62,ibuprofen,water,n-pentane,293.15,0.795502764,0.195092369,0.009404867,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
63,ibuprofen,water,n-pentane,293.15,0.77965883,0.207122568,0.013218602,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
64,ibuprofen,water,n-pentane,293.15,0.763342207,0.218370672,0.018287121,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
65,ibuprofen,water,n-pentane,293.15,0.746293656,0.228728282,0.024978062,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
66,ibuprofen,water,n-pentane,293.15,0.728239371,0.238061065,0.033699564,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
67,ibuprofen,water,n-pentane,293.15,0.709009473,0.246248427,0.044742101,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
68,ibuprofen,water,n-pentane,293.15,0.688804642,0.253292168,0.05790319,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
69,ibuprofen,water,n-pentane,293.15,0.6683629,0.259419037,0.072218064,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
70,ibuprofen,water,n-pentane,293.15,0.648630008,0.265000922,0.08636907,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
71,ibuprofen,water,n-pentane,293.15,0.630225718,0.270347087,0.099427196,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
72,ibuprofen,water,n-pentane,293.15,0.613317433,0.275614126,0.111068441,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
73,ibuprofen,water,n-pentane,293.15,0.597826647,0.280856775,0.121316577,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
74,ibuprofen,water,n-pentane,293.15,0.58358755,0.286080562,0.130331888,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
75,ibuprofen,water,n-pentane,293.15,0.570430549,0.291275544,0.138293907,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
76,ibuprofen,water,n-pentane,293.15,0.558205673,0.296428349,0.145365978,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
77,ibuprofen,water,n-pentane,293.15,0.546788503,0.301527453,0.151684044,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
78,ibuprofen,water,n-pentane,293.15,0.536077242,0.306564104,0.157358655,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
79,ibuprofen,water,n-pentane,293.15,0.525987143,0.311531341,0.162481516,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
80,ibuprofen,water,n-pentane,293.15,0.516447145,0.316423666,0.167129189,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
81,ibuprofen,water,n-pentane,293.15,0.507399731,0.321238354,0.171361915,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
82,ibuprofen,water,n-pentane,293.15,0.499860495,0.326669282,0.173470223,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
83,ibuprofen,water,n-pentane,293.15,0.499860495,0.336873354,0.163266151,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
84,ibuprofen,water,n-pentane,293.15,0.499860495,0.347077426,0.153062079,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
85,ibuprofen,water,n-pentane,293.15,0.499860495,0.357281498,0.142858007,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
86,ibuprofen,water,n-pentane,293.15,0.499860495,0.36748557,0.132653935,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
87,ibuprofen,water,n-pentane,293.15,0.499860495,0.377689642,0.122449863,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
88,ibuprofen,water,n-pentane,293.15,0.499860495,0.387893714,0.112245791,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
89,ibuprofen,water,n-pentane,293.15,0.499860495,0.398097786,0.102041719,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
90,ibuprofen,water,n-pentane,293.15,0.499860495,0.408301858,0.091837647,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
91,ibuprofen,water,n-pentane,293.15,0.499860495,0.41850593,0.081633575,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
92,ibuprofen,water,n-pentane,293.15,0.499860495,0.428710001,0.071429503,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
93,ibuprofen,water,n-pentane,293.15,0.499860495,0.438914073,0.061225432,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
94,ibuprofen,water,n-pentane,293.15,0.499860495,0.449118145,0.05102136,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
95,ibuprofen,water,n-pentane,293.15,0.499860495,0.459322217,0.040817288,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
96,ibuprofen,water,n-pentane,293.15,0.499860495,0.469526289,0.030613216,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
97,ibuprofen,water,n-pentane,293.15,0.499860495,0.479730361,0.020409144,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
98,ibuprofen,water,n-pentane,293.15,0.499860495,0.489934433,0.010205072,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
99,ibuprofen,water,n-pentane,293.15,0.499860495,0.500138505,1e-06,0,1,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
100,ibuprofen,water,n-pentane,293.4,0.008256818,0.899385765,0.092357417,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
101,ibuprofen,water,n-pentane,293.4,0.008424623,0.898936312,0.092639065,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
102,ibuprofen,water,n-pentane,293.4,0.008599398,0.89846908,0.092931522,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
103,ibuprofen,water,n-pentane,293.4,0.008781587,0.897982988,0.093235425,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
104,ibuprofen,water,n-pentane,293.4,0.008971673,0.897476861,0.093551465,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
105,ibuprofen,water,n-pentane,293.4,0.009170182,0.89694943,0.093880388,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
106,ibuprofen,water,n-pentane,293.4,0.009377687,0.896399311,0.094223002,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
107,ibuprofen,water,n-pentane,293.4,0.009594813,0.895825,0.094580187,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
108,ibuprofen,water,n-pentane,293.4,0.009822248,0.895224854,0.094952899,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
109,ibuprofen,water,n-pentane,293.4,0.010060743,0.894597078,0.095342179,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
110,ibuprofen,water,n-pentane,293.4,0.010311128,0.893939707,0.095749165,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
111,ibuprofen,water,n-pentane,293.4,0.010574314,0.893250582,0.096175103,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
112,ibuprofen,water,n-pentane,293.4,0.010851313,0.892527328,0.096621359,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
113,ibuprofen,water,n-pentane,293.4,0.01114324,0.891767326,0.097089433,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
114,ibuprofen,water,n-pentane,293.4,0.01145134,0.89096768,0.09758098,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
115,ibuprofen,water,n-pentane,293.4,0.011776996,0.89012518,0.098097824,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
116,ibuprofen,water,n-pentane,293.4,0.012121756,0.889236255,0.098641988,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
117,ibuprofen,water,n-pentane,293.4,0.012487351,0.888296645,0.099216004,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
118,ibuprofen,water,n-pentane,293.4,0.012875741,0.887302473,0.099821786,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
119,ibuprofen,water,n-pentane,293.4,0.013289126,0.886248449,0.100462425,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
120,ibuprofen,water,n-pentane,293.4,0.013730004,0.885128945,0.101141051,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
121,ibuprofen,water,n-pentane,293.4,0.01420122,0.883937599,0.101861181,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
122,ibuprofen,water,n-pentane,293.4,0.014706022,0.88266719,0.102626787,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
123,ibuprofen,water,n-pentane,293.4,0.015248146,0.881309487,0.103442368,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
124,ibuprofen,water,n-pentane,293.4,0.015831898,0.879855062,0.10431304,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
125,ibuprofen,water,n-pentane,293.4,0.01646228,0.878293066,0.105244654,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
126,ibuprofen,water,n-pentane,293.4,0.017145129,0.876610946,0.106243925,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
127,ibuprofen,water,n-pentane,293.4,0.017887299,0.874794096,0.107318605,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
128,ibuprofen,water,n-pentane,293.4,0.018696899,0.872825412,0.108477689,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
129,ibuprofen,water,n-pentane,293.4,0.019583591,0.870684729,0.10973168,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
130,ibuprofen,water,n-pentane,293.4,0.020558978,0.8683481,0.111092922,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
131,ibuprofen,water,n-pentane,293.4,0.02163712,0.86578656,0.112576319,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
132,ibuprofen,water,n-pentane,293.4,0.022835251,0.862966091,0.114198659,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
133,ibuprofen,water,n-pentane,293.4,0.024174669,0.859844095,0.115981236,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
134,ibuprofen,water,n-pentane,293.4,0.025682068,0.856368435,0.117949497,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
135,ibuprofen,water,n-pentane,293.4,0.027391353,0.852473993,0.120134655,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
136,ibuprofen,water,n-pentane,293.4,0.029346257,0.848078297,0.122575446,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
137,ibuprofen,water,n-pentane,293.4,0.031604207,0.843075228,0.125320566,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
138,ibuprofen,water,n-pentane,293.4,0.034242154,0.837325491,0.128432355,0,0,0,1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
139,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
140,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
141,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
142,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
143,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
144,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
145,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
146,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
147,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
148,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
149,ibuprofen,water,n-pentane,293.4,,,1e-08,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
150,ibuprofen,water,n-pentane,293.4,0.999720419,0.000278517,1.06e-06,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
151,ibuprofen,water,n-pentane,293.4,0.979721677,0.020272838,5.48e-06,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
152,ibuprofen,water,n-pentane,293.4,0.960497021,0.039482476,2.05e-05,1,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CCCCC,,,,,0,L
